year,month,state,dataStatus,residentialRevenue,residentialSales,residentialCustomers,residentialPrice,commercialRevenue,commercialSales,commercialCustomers,commercialPrice,industrialRevenue,industrialSales,industrialCustomers,industrialPrice,transportationRevenue,transportationSales,transportationCustomers,transportationPrice,otherRevenue,otherSales,otherCustomers,otherPrice,totalRevenue,totalSales,totalCustomers,totalPrice
2011,7,CO,Final,227643,1872748,2141661,12.16,190377,1898228,348659,10.03,109706,1407342,16558,7.8,404,3819,1,10.58,,,,,528130,5182136,2506879,10.19
2011,8,CO,Final,232259,1910094,2145982,12.16,195346,1905991,348623,10.25,108826,1469684,16589,7.4,425,4032,1,10.54,,,,,536855,5289802,2511195,10.15
2011,9,CO,Final,188073,1570220,2142761,11.98,172943,1734818,348381,9.97,102440,1347469,16570,7.6,433,4072,1,10.63,,,,,463889,4656579,2507713,9.96
2011,10,CO,Final,147658,1337516,2144725,11.04,154963,1630130,348373,9.51,90247,1265295,16500,7.13,428,4295,1,9.97,,,,,393296,4237235,2509599,9.28
2011,11,CO,Final,151737,1377644,2146247,11.01,149746,1583818,347414,9.45,89123,1218848,16401,7.31,428,4312,1,9.93,,,,,391033,4184622,2510063,9.34
2011,12,CO,Final,177347,1645916,2148583,10.77,147470,1636672,346908,9.01,82979,1240254,16327,6.69,479,5173,1,9.26,,,,,408275,4528015,2511819,9.02
2012,1,CO,Final,172723,1627594,2143006,10.61,135367,1595045,347213,8.49,76594,1188733,15758,6.44,420,4791,1,8.77,,,,,385104,4416163,2505978,8.72
2012,2,CO,Final,156433,1454017,2145083,10.76,135376,1527466,347341,8.86,74812,1159556,15775,6.45,427,4538,1,9.41,,,,,367047,4145577,2508200,8.85
2012,3,CO,Final,148417,1369266,2146669,10.84,138740,1551698,348337,8.94,81027,1211827,15873,6.69,386,4289,1,9,,,,,368571,4137080,2510880,8.91
2012,4,CO,Final,135362,1226445,2145534,11.04,137638,1522334,348344,9.04,81297,1210923,15993,6.71,384,4060,1,9.46,,,,,354681,3963762,2509872,8.95
2012,5,CO,Final,142885,1267879,2147001,11.27,151747,1636558,348816,9.27,90434,1306270,16060,6.92,383,4230,1,9.05,,,,,385448,4214936,2511878,9.14
2012,6,CO,Final,191728,1596881,2148159,12.01,181554,1828313,348908,9.93,95139,1354137,16109,7.03,420,4199,1,10,,,,,468842,4783529,2513177,9.8
2012,7,CO,Final,242891,1971888,2148540,12.32,190293,1942003,349448,9.8,104072,1424634,16187,7.31,415,4302,1,9.65,,,,,537671,5342827,2514176,10.06
2012,8,CO,Final,231469,1905389,2152962,12.15,182034,1851957,349771,9.83,105016,1434078,16215,7.32,435,4458,1,9.76,,,,,518954,5195882,2518949,9.99
2012,9,CO,Final,187293,1546226,2150673,12.11,171583,1747522,349254,9.82,97087,1337035,16239,7.26,456,4109,1,11.1,,,,,456419,4634892,2516167,9.85
2012,10,CO,Final,153583,1355298,2154107,11.33,155104,1598629,349608,9.7,94794,1295331,16182,7.32,433,4378,1,9.89,,,,,403914,4253635,2519898,9.5
2012,11,CO,Final,153065,1344768,2155874,11.38,149642,1570783,348688,9.53,87213,1245475,16114,7,420,4199,1,10,,,,,390340,4165225,2520677,9.37
2012,12,CO,Final,172041,1554716,2158014,11.07,149288,1624918,349265,9.19,83331,1247237,15679,6.68,503,4918,1,10.23,,,,,405163,4431789,2522959,9.14
2013,1,CO,Final,190657,1716453,2161291,11.11,149270,1638549,358759,9.11,80836,1167167,16016,6.93,494,4814,1,10.26,,,,,421257,4526983,2536067,9.31
2013,2,CO,Final,166582,1471178,2160090,11.32,143790,1521462,359180,9.45,79301,1096960,16049,7.23,439,4207,1,10.43,,,,,390112,4093807,2535320,9.53
2013,3,CO,Final,165040,1445573,2165623,11.42,152393,1601381,360093,9.52,81280,1162669,16170,6.99,475,4413,1,10.76,,,,,399188,4214036,2541887,9.47
2013,4,CO,Final,151534,1302365,2165736,11.64,150218,1584036,360433,9.48,81915,1166461,16756,7.02,544,5233,1,10.4,,,,,384212,4058095,2542926,9.47
2013,5,CO,Final,156120,1339530,2167269,11.65,159568,1633889,361431,9.77,89708,1244543,16734,7.21,553,5326,1,10.38,,,,,405948,4223288,2545435,9.61
2013,6,CO,Final,195643,1566954,2167906,12.49,186434,1775987,361708,10.5,100328,1276728,16816,7.86,562,5108,1,11,,,,,482967,4624777,2546431,10.44
2013,7,CO,Final,238671,1854290,2172857,12.87,190349,1849119,361662,10.29,103239,1364605,16855,7.57,579,5360,1,10.8,,,,,532838,5073374,2551375,10.5
2013,8,CO,Final,232790,1843046,2175988,12.63,193782,1863924,361511,10.4,108871,1380660,16800,7.89,572,5531,1,10.34,,,,,536016,5093161,2554300,10.52
2013,9,CO,Final,199951,1580152,2168583,12.65,179229,1747365,355171,10.26,97522,1260189,16063,7.74,591,5266,1,11.22,,,,,477293,4592973,2539818,10.39
2013,10,CO,Final,162987,1377140,2174490,11.84,162502,1615375,356229,10.06,87178,1217274,15711,7.16,538,5361,1,10.04,,,,,413206,4215150,2546431,9.8
2013,11,CO,Final,160020,1372179,2173294,11.66,156516,1603841,353392,9.76,87959,1184771,15331,7.42,533,5080,1,10.48,,,,,405028,4165871,2542018,9.72
2013,12,CO,Final,190321,1660048,2179247,11.46,157985,1663291,355990,9.5,84857,1230833,14750,6.89,627,5963,1,10.52,,,,,433790,4560135,2549988,9.51
2014,1,CO,Final,194691,1698307,2182658,11.46,151866,1639048,358303,9.27,83242,1179153,18060,7.06,631,5886,1,10.71,,,,,430429,4522394,2559022,9.52
2014,2,CO,Final,169723,1451312,2184005,11.69,144548,1513424,357638,9.55,79171,1098352,17952,7.21,599,5428,1,11.03,,,,,394040,4068516,2559596,9.69
2014,3,CO,Final,166593,1423232,2187003,11.71,156580,1625078,358895,9.64,84654,1182777,18296,7.16,533,5297,1,10.07,,,,,408359,4236385,2564195,9.64
2014,4,CO,Final,154386,1275247,2188010,12.11,156492,1567983,359318,9.98,88065,1199354,21620,7.34,567,5106,1,11.11,,,,,399511,4047689,2568949,9.87
2014,5,CO,Final,159496,1314162,2189033,12.14,166638,1635540,359756,10.19,96574,1292194,21603,7.47,544,4972,1,10.94,,,,,423252,4246869,2570393,9.97
2014,6,CO,Final,193037,1478386,2191072,13.06,181822,1654647,360383,10.99,103391,1291206,21695,8.01,576,5051,1,11.4,,,,,478826,4429291,2573151,10.81
2014,7,CO,Final,239839,1825882,2193361,13.14,200988,1881797,361428,10.68,112207,1401196,19400,8.01,565,5264,1,10.73,,,,,553598,5114139,2574190,10.82
2014,8,CO,Final,223852,1736756,2196468,12.89,194710,1812829,361434,10.74,111677,1404276,19388,7.95,590,5296,1,11.15,,,,,530830,4959157,2577291,10.7
2014,9,CO,Final,193787,1516657,2198067,12.78,187726,1762547,361499,10.65,103531,1313786,19368,7.88,570,5128,1,11.12,,,,,485615,4598118,2578935,10.56
2014,10,CO,Final,159644,1352025,2201811,11.81,165948,1667636,362015,9.95,94567,1283968,19297,7.37,535,5226,1,10.24,,,,,420693,4308855,2583124,9.76
2014,11,CO,Final,162815,1398870,2203947,11.64,162800,1671505,360860,9.74,86728,1233310,17512,7.03,583,5362,1,10.86,,,,,412926,4309047,2582320,9.58
2014,12,CO,Final,185976,1622096,2206797,11.47,158935,1697326,361296,9.36,85561,1230615,16598,6.95,618,6025,1,10.25,,,,,431090,4556063,2584692,9.46
2015,1,CO,Final,193011,1676012,2213116,11.52,156074,1689096,364478,9.24,85530,1225062,15316,6.98,566,5732,1,9.88,,,,,435181,4595902,2592911,9.47
2015,2,CO,Final,166455,1399938,2216201,11.89,148689,1522585,364127,9.77,85392,1161985,15321,7.35,549,5174,1,10.61,,,,,401085,4089682,2595650,9.81
2015,3,CO,Final,166556,1396691,2219165,11.93,161633,1642966,364781,9.84,89157,1227007,15857,7.27,555,5425,1,10.23,,,,,417902,4272088,2599804,9.78
2015,4,CO,Final,151152,1245474,2220261,12.14,155945,1563859,365047,9.97,89652,1211437,16608,7.4,505,5103,1,9.9,,,,,397256,4025874,2601917,9.87
2015,5,CO,Final,156219,1290890,2221846,12.1,166527,1659885,365196,10.03,89714,1215227,16620,7.38,485,4912,1,9.87,,,,,412945,4170914,2603663,9.9
2015,6,CO,Final,194958,1550425,2223587,12.57,163825,1687655,366123,9.71,97886,1293083,16682,7.57,554,5188,1,10.67,,,,,457222,4536350,2606393,10.08
2015,7,CO,Final,229302,1803967,2224770,12.71,189398,1842291,366013,10.28,106082,1367071,16714,7.76,532,5293,1,10.05,,,,,525314,5018623,2607498,10.47
2015,8,CO,Final,240465,1910801,2227944,12.58,198252,1938215,366552,10.23,107195,1397883,16693,7.67,541,5401,1,10.02,,,,,546453,5252300,2611190,10.4
2015,9,CO,Final,199421,1586797,2230066,12.57,185744,1819734,366644,10.21,102924,1361091,16713,7.56,557,5474,1,10.18,,,,,488647,4773095,2613424,10.24
2015,10,CO,Final,169408,1426284,2233831,11.88,170871,1724243,366675,9.91,97182,1306509,16344,7.44,508,5103,1,9.96,,,,,437970,4462139,2616851,9.82
2015,11,CO,Final,165576,1412324,2237004,11.72,160952,1632100,365471,9.86,89790,1258370,16029,7.14,538,5400,1,9.96,,,,,416856,4308193,2618505,9.68
2015,12,CO,Final,195466,1685334,2240886,11.6,158652,1685457,365637,9.41,88516,1234038,15835,7.17,586,6059,1,9.68,,,,,443220,4610888,2622359,9.61
2016,1,CO,Final,191706,1718967,2247337,11.15,147352,1725928,364171,8.54,82624,1204176,15669,6.86,498,5807,1,8.58,,,,,422181,4654878,2627178,9.07
2016,2,CO,Final,164922,1441843,2250972,11.44,140479,1584342,362505,8.87,80782,1164469,15649,6.94,512,5390,1,9.49,,,,,386695,4196044,2629127,9.22
2016,3,CO,Final,162494,1425399,2251452,11.4,149219,1669386,365065,8.94,82031,1187320,15839,6.91,501,5542,1,9.04,,,,,394246,4287647,2632357,9.19
2016,4,CO,Final,151484,1281633,2253405,11.82,144963,1540536,366126,9.41,84245,1185508,16601,7.11,497,5214,1,9.53,,,,,381189,4012891,2636133,9.5
2016,5,CO,Final,158679,1357353,2255669,11.69,157122,1656232,366723,9.49,86609,1227490,16608,7.06,485,5078,1,9.55,,,,,402894,4246154,2639001,9.49
2016,6,CO,Final,214973,1707635,2258014,12.59,182475,1794021,368150,10.17,97601,1276370,16646,7.65,535,5399,1,9.92,,,,,495584,4783426,2642811,10.36
2016,7,CO,Final,257007,2062017,2259701,12.46,198716,1998558,367737,9.94,103256,1340940,16703,7.7,529,5407,1,9.78,,,,,559509,5406921,2644142,10.35
2016,8,CO,Final,243858,1900094,2264039,12.83,195161,1928105,368666,10.12,108575,1424704,16707,7.62,550,5398,1,10.19,,,,,548144,5258300,2649413,10.42
2016,9,CO,Final,201788,1571149,2265991,12.84,186772,1808677,368502,10.33,100386,1283602,16675,7.82,574,5231,1,10.96,,,,,489518,4668659,2651169,10.49
2016,10,CO,Final,161514,1334588,2268539,12.1,171274,1727004,369408,9.92,94323,1275122,16144,7.4,547,5256,1,10.41,,,,,427658,4341971,2654092,9.85
2016,11,CO,Final,163890,1335718,2271616,12.27,157583,1605834,368654,9.81,95191,1277217,15961,7.45,517,5094,1,10.15,,,,,417181,4223862,2656232,9.88
2016,12,CO,Final,201663,1697328,2274084,11.88,164927,1761513,368268,9.36,94266,1256516,15724,7.5,603,5929,1,10.17,,,,,461459,4721285,2658077,9.77
2017,1,CO,Final,200328,1726070,2275217,11.61,156220,1712548,368988,9.12,83625,1182548,15597,7.07,609,5938,1,10.25,,,,,440782,4627104,2659803,9.53
2017,2,CO,Final,163726,1369011,2277053,11.96,144693,1536201,369073,9.42,83826,1152564,15658,7.27,519,5094,1,10.18,,,,,392764,4062870,2661785,9.67
2017,3,CO,Final,169597,1420599,2279598,11.94,159410,1678014,370009,9.5,94233,1252465,15852,7.52,543,5621,1,9.66,,,,,423783,4356699,2665460,9.73
2017,4,CO,Final,150945,1262133,2281348,11.96,151056,1576360,370490,9.58,90613,1241693,16583,7.3,522,5335,1,9.79,,,,,393137,4085521,2668422,9.62
2017,5,CO,Final,162547,1365884,2283872,11.9,163281,1669000,370728,9.78,94593,1279280,16641,7.39,537,5527,1,9.72,,,,,420959,4319691,2671242,9.75
2017,6,CO,Final,211821,1659508,2284976,12.76,191304,1796949,371247,10.65,102996,1311576,16654,7.85,597,5499,1,10.86,,,,,506717,4773532,2672878,10.62
2017,7,CO,Final,251731,2021081,2287538,12.46,203015,1971882,371381,10.3,112322,1421996,16649,7.9,561,5781,1,9.7,,,,,567629,5420740,2675569,10.47
2017,8,CO,Final,232602,1866335,2290812,12.46,199937,1932267,371630,10.35,112031,1443462,16665,7.76,594,5721,1,10.38,,,,,545164,5247784,2679108,10.39
2017,9,CO,Final,201454,1585259,2292418,12.71,188399,1815145,371229,10.38,106972,1380805,16586,7.75,565,5353,1,10.56,,,,,497391,4786561,2680234,10.39
2017,10,CO,Final,164618,1364209,2299437,12.07,167617,1649340,371605,10.16,98694,1299649,16132,7.59,692,7729,1,8.96,,,,,431622,4320927,2687175,9.99
2017,11,CO,Final,162453,1341846,2302263,12.11,154649,1591885,370709,9.71,92235,1252135,15960,7.37,675,7533,1,8.96,,,,,410013,4193398,2688933,9.78
2017,12,CO,Final,192733,1633065,2305731,11.8,161846,1711204,371168,9.46,90946,1283066,15759,7.09,730,8025,1,9.1,,,,,446256,4635359,2692659,9.63
2018,1,CO,Final,192249,1653911,2310595,11.62,155676,1704219,373472,9.13,94440,1280606,15840,7.37,689,7992,1,8.62,,,,,443054,4646729,2699908,9.53
2018,2,CO,Final,171160,1452241,2314314,11.79,149861,1567252,373751,9.56,85227,1185850,15874,7.19,684,7365,1,9.28,,,,,406932,4212708,2703940,9.66
2018,3,CO,Final,171180,1456726,2316891,11.75,162033,1696075,374903,9.55,93754,1284773,15910,7.3,658,7506,1,8.76,,,,,427624,4445080,2707705,9.62
2018,4,CO,Final,156401,1297995,2319112,12.05,157479,1585258,375931,9.93,92182,1248375,16163,7.38,685,7391,1,9.27,,,,,406747,4139019,2711207,9.83
2018,5,CO,Final,170762,1429901,2322333,11.94,170869,1707190,377065,10.01,99055,1325960,16154,7.47,641,7496,1,8.56,,,,,441327,4470546,2715553,9.87
2018,6,CO,Final,218553,1783312,2324243,12.26,195274,1828719,377205,10.68,106177,1366062,16223,7.77,703,7623,1,9.22,,,,,520708,4985716,2717672,10.44
2018,7,CO,Final,258213,2042863,2326436,12.64,207506,2038531,377110,10.18,112790,1460656,16166,7.72,703,8139,1,8.64,,,,,579212,5550189,2719713,10.44
2018,8,CO,Final,247846,1994352,2330942,12.43,207311,1986023,377146,10.44,113679,1511684,16198,7.52,726,8172,1,8.89,,,,,569561,5500231,2724287,10.36
2018,9,CO,Final,207813,1658108,2333572,12.53,189037,1830933,376668,10.32,106329,1405283,16156,7.57,690,7344,1,9.4,,,,,503869,4901668,2726397,10.28
2018,10,CO,Final,172786,1404372,2338379,12.3,179087,1700791,377345,10.53,103654,1355809,15967,7.65,748,8073,1,9.27,,,,,456274,4469044,2731692,10.21
2018,11,CO,Final,176348,1448119,2341402,12.18,166222,1646414,376484,10.1,98088,1334697,15625,7.35,678,7388,1,9.18,,,,,441336,4436617,2733512,9.95
2018,12,CO,Final,199469,1665053,2345470,11.98,165354,1731897,376132,9.55,93158,1287505,15499,7.24,764,8481,1,9.01,,,,,458745,4692935,2737102,9.78
2019,1,CO,Final,201977,1696508,2354778,11.91,171157,1750857,378460,9.78,91043,1275069,13919,7.14,809,9084,1,8.91,,,,,464986,4731518,2747158,9.83
2019,2,CO,Final,180417,1496746,2357488,12.05,163610,1582840,378269,10.34,86748,1162953,13907,7.46,1366,14063,1,9.71,,,,,432142,4256602,2749665,10.15
2019,3,CO,Final,187724,1555023,2360731,12.07,177082,1736759,378862,10.2,93714,1264577,13926,7.41,794,8927,1,8.89,,,,,459313,4565286,2753520,10.06
2019,4,CO,Final,157660,1312050,2362696,12.02,165410,1615430,380083,10.24,91238,1248118,14317,7.31,725,8525,1,8.51,,,,,415034,4184123,2757097,9.92
2019,5,CO,Final,164305,1378533,2364610,11.92,176095,1699961,380116,10.36,96857,1321563,14482,7.33,720,8857,1,8.13,,,,,437977,4408914,2759209,9.93
2019,6,CO,Final,194897,1534327,2367464,12.7,195820,1735800,381073,11.28,103033,1314754,14486,7.84,791,8634,1,9.16,,,,,494540,4593515,2763024,10.77
2019,7,CO,Final,253970,2018285,2370657,12.58,219340,1967806,381511,11.15,114312,1484452,14743,7.7,805,9183,1,8.76,,,,,588426,5479726,2766912,10.74
2019,8,CO,Final,267810,2132159,2373710,12.56,223489,2026670,381444,11.03,115189,1504278,14796,7.66,842,9526,1,8.84,,,,,607331,5672633,2769951,10.71
2019,9,CO,Final,217024,1695193,2376739,12.8,196664,1759769,381862,11.18,109547,1431853,14761,7.65,812,8932,1,9.09,,,,,524046,4895746,2773363,10.7
2019,10,CO,Final,172812,1451156,2381183,11.91,184296,1811605,382186,10.17,93332,1293479,14617,7.22,745,9386,1,7.93,,,,,451185,4565626,2777987,9.88
2019,11,CO,Final,171075,1460220,2384355,11.72,166106,1665987,381694,9.97,90046,1281552,14407,7.03,723,9013,1,8.02,,,,,427950,4416772,2780457,9.69
2019,12,CO,Final,192894,1674546,2387534,11.52,163593,1757774,381722,9.31,90241,1308372,14269,6.9,773,9672,1,8,,,,,447502,4750364,2783526,9.42
2020,1,CO,Preliminary,198727,1692961,2386749,11.74,158127,1684609,369212,9.39,93039,1363674,14593,6.82,772,9284,1,8.32,,,,,450665,4750528,2770555,9.49
2020,2,CO,Preliminary,182606,1536047,2389358,11.89,153769,1597876,369212,9.62,87578,1261649,14681,6.94,800,9217,1,8.68,,,,,424752,4404788,2773252,9.64
2020,3,CO,Preliminary,178280,1480228,2392432,12.04,158999,1629421,371460,9.76,95216,1338076,14823,7.12,710,8247,1,8.61,,,,,433205,4455972,2778716,9.72
2020,4,CO,Preliminary,166511,1372722,2394233,12.13,137656,1356016,371968,10.15,86104,1247846,14863,6.9,717,7999,1,8.96,,,,,390988,3984583,2781065,9.81
2020,5,CO,Preliminary,185450,1537549,2396054,12.06,159008,1564449,371722,10.16,94530,1312256,15002,7.2,618,7715,1,8,,,,,439606,4421969,2782779,9.94
2020,6,CO,Preliminary,243246,1876370,2399124,12.96,179546,1563680,372368,11.48,100026,1334778,14959,7.49,687,7734,1,8.89,,,,,523504,4782562,2786452,10.95
2020,7,CO,Preliminary,288505,2247799,2400743,12.84,201949,1856917,373036,10.88,109390,1438533,15000,7.6,613,7340,1,8.35,,,,,600457,5550588,2788780,10.82
2020,8,CO,Preliminary,291287,2268213,2404383,12.84,205332,1877447,373631,10.94,110142,1451717,14994,7.59,608,7134,1,8.52,,,,,607370,5604512,2793009,10.84
